DairyProduct_PackagingType,Quantity_Value,DairyProduct_IsInfantNutrition,SubBrandRu,Mass_Net,DairyProduct_ManufacturerTaxIdentifier,DairyProduct_IsUnderVeterinaryControl,DairyProduct_IsShelfLifeUpTo40Days,EnergyValueKJ,Manufacturer_Name,Provider_Name,Mass_Gross,GpcClass1,TnvedCode,Provider_GLN,GpcClass2,StorageConditions_ShelfLifeUnit,GpcClass3,DairyProduct_LabelName,EnergyValueKcal,AdditionalInfoRu,DairyProduct_ProteinContent,DairyProduct_FatContent,DairyProduct_PackagingMaterial,DairyProduct_ManufacturerCountry,Carbohydrates,DairyProduct_RawMaterialOrigin,StorageConditions_MaxRelativeHumidity,DairyProduct_IsMedicalOrSpecialDiet,StorageConditions_ShelfLife,DairyProduct_Type,StorageConditions_MaxStorageTemperature,BrandRu,FunctionNameRu,Protein,StorageConditions_MinStorageTemperature,GTIN,GpcClass4,StorageConditions_MinRelativeHumidity,Grease,Manufacturer_GLN,Quantity_Unit,ProductType
БУТЫЛКА,1764,False,Медовое,1729,123456789,True,False,150.95,Лидский МКК,Лидский МКК,1764,50000000,0401 20 110 9,4810000000005,50130000,D,50131700,"Калинковичский Медовое Сливки пастеризованное, массовая доля жира 3.12 %, полиэтиленовая пленка",58.96,Увеличение серверных рынков,1.71,3.12,ПЛАСТМАССА,112,7.06,КОРОВА,95,False,29,Сливки,16,Калинковичский,Сливки,4.33,10,481680729193455,10000025,13,2.98,4810000000005,ML,Consumer unit [CU]
БАНКА НЕМЕТАЛЛИЧЕСКАЯ,1780,False,Детское,1750,123456789,True,False,397.8,Молочные горки,Молочные горки,1780,50000000,0401 20 110 9,4810000000017,50130000,D,50131700,"Молочный Мир Детское Йогурт пастеризованное, массовая доля жира 4.58 %, полиэтиленовая пленка",61.4,Обеспечение критически важных приложений,4.79,4.58,ПЛАСТМАССА,112,1.96,КОРОВА,59,False,18,Йогурт,17,Молочный Мир,Йогурт,4.13,5,481595905150793,10000025,21,3.96,4810000000017,GR,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1782,False,Премиум,1767,123456789,True,False,162.82,Молочный гостинец,Молочный гостинец,1782,50000000,0401 20 110 9,4810000000019,50130000,D,50131700,"Молочные горки Премиум Глазированные сырки пастеризованное, массовая доля жира 1.81 %, полиэтиленовая пленка",61.14,Распределение активных действий,3.05,1.81,ПЛАСТМАССА,112,3.35,КОРОВА,86,False,13,Глазированные сырки,14,Молочные горки,Глазированные сырки,1.3,7,481962989777931,10000025,1,3.72,4810000000019,GR,Consumer unit [CU]
ПАКЕТ,1882,False,Здоровое,1867,123456789,False,False,167.46,Савушкин продукт,Савушкин продукт,1882,50000000,0401 20 110 9,4810000000001,50130000,D,50131700,"Коровкино Здоровое Творог пастеризованное, массовая доля жира 3.24 %, полиэтиленовая пленка",81.39,Освоение революционных веб-сервисов,4.46,3.24,ПЛАСТМАССА,112,3.62,КОРОВА,62,False,12,Творог,19,Коровкино,Творог,4.07,3,481720899246267,10000025,24,2.34,4810000000001,GR,Consumer unit [CU]
ПАКЕТ,1025,False,Фруктовое,1003,123456789,True,False,394.0,ММЗ №1,ММЗ №1,1025,50000000,0401 20 110 9,4810000000006,50130000,D,50131700,"Беллакт Фруктовое Сливки пастеризованное, массовая доля жира 1.44 %, полиэтиленовая пленка",88.19,Трансформация критически важных схем,1.06,1.44,ПЛАСТМАССА,112,7.76,КОРОВА,88,False,25,Сливки,10,Беллакт,Сливки,1.76,7,481127910473328,10000025,11,4.08,4810000000006,ML,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1944,False,Ягодное,1912,123456789,True,False,297.42,Савушкин продукт,Савушкин продукт,1944,50000000,0401 20 110 9,4810000000001,50130000,D,50131700,"Слуцкий Ягодное Глазированные сырки пастеризованное, массовая доля жира 2.99 %, полиэтиленовая пленка",46.12,Внедрение прозрачных областей интереса,2.02,2.99,ПЛАСТМАССА,112,5.02,КОРОВА,83,False,6,Глазированные сырки,11,Слуцкий,Глазированные сырки,4.83,3,481805167303208,10000025,20,1.9,4810000000001,GR,Consumer unit [CU]
БУТЫЛКА,990,False,Фермерское,957,123456789,False,False,337.74,Молочный Мир,Молочный Мир,990,50000000,0401 20 110 9,4810000000004,50130000,D,50131700,"Слуцкий Фермерское Сливки пастеризованное, массовая доля жира 2.35 %, полиэтиленовая пленка",80.25,Перепрофилирование критически важных инициатив,1.17,2.35,ПЛАСТМАССА,112,6.28,КОРОВА,79,False,8,Сливки,11,Слуцкий,Сливки,1.92,5,481706007965622,10000025,27,3.0,4810000000004,ML,Consumer unit [CU]
БУТЫЛКА,1203,False,Лактозафри,1179,123456789,True,False,383.33,ММЗ №1,ММЗ №1,1203,50000000,0401 20 110 9,4810000000006,50130000,D,50131700,"Беллакт Лактозафри Кефир пастеризованное, массовая доля жира 2.07 %, полиэтиленовая пленка",47.37,Развитие открытых приложений,2.15,2.07,ПЛАСТМАССА,112,8.39,КОРОВА,61,False,28,Кефир,14,Беллакт,Кефир,2.7,4,481239162134103,10000025,8,2.53,4810000000006,ML,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1228,False,Сырое,1210,123456789,False,False,157.11,Милкавита,Милкавита,1228,50000000,0401 20 110 9,4810000000010,50130000,D,50131700,"Несвижский Сырое Сыр пастеризованное, массовая доля жира 3.75 %, полиэтиленовая пленка",72.77,Синтез кроссплатформенных моделей,2.53,3.75,ПЛАСТМАССА,112,9.31,КОРОВА,55,False,27,Сыр,16,Несвижский,Сыр,1.74,5,481603606383776,10000025,5,4.4,4810000000010,GR,Consumer unit [CU]
ПАКЕТ,1112,True,Медовое,1088,123456789,False,True,285.2,Здравушка-милк,Здравушка-милк,1112,50000000,0401 20 110 9,4810000000011,50130000,D,50131700,"Здравушка-милк Медовое Кефир пастеризованное, массовая доля жира 4.14 %, полиэтиленовая пленка",42.13,Освоение передовых областей интереса,1.51,4.14,ПЛАСТМАССА,112,2.16,КОРОВА,97,False,29,Кефир,16,Здравушка-милк,Кефир,4.93,8,481390675470878,10000025,38,3.34,4810000000011,ML,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1902,True,Фитнес,1866,123456789,False,False,279.2,Верхнедвинский МСЗ,Верхнедвинский МСЗ,1902,50000000,0401 20 110 9,4810000000020,50130000,D,50131700,"Рогачевский Фитнес Масло пастеризованное, массовая доля жира 4.37 %, полиэтиленовая пленка",97.43,Преображение интегрированных интернет-продавцов,2.95,4.37,ПЛАСТМАССА,112,5.81,КОРОВА,78,True,13,Масло,18,Рогачевский,Масло,2.02,9,481609278769091,10000025,41,4.29,4810000000020,GR,Consumer unit [CU]
БУТЫЛКА,1067,False,Лактозафри,1039,123456789,False,False,200.3,Верхнедвинский МСЗ,Верхнедвинский МСЗ,1067,50000000,0401 20 110 9,4810000000020,50130000,D,50131700,"Рогачевский Лактозафри Сливки пастеризованное, массовая доля жира 3.56 %, полиэтиленовая пленка",97.76,Использование стратегических отношений,2.73,3.56,ПЛАСТМАССА,112,7.87,КОРОВА,55,False,12,Сливки,17,Рогачевский,Сливки,1.27,1,481970264654396,10000025,48,3.29,4810000000020,ML,Consumer unit [CU]
БУТЫЛКА,1742,False,Фермерское,1723,123456789,True,False,372.13,Беллакт,Беллакт,1742,50000000,0401 20 110 9,4810000000008,50130000,D,50131700,"ММЗ №1 Фермерское Молоко пастеризованное, массовая доля жира 3.37 %, полиэтиленовая пленка",93.76,Ускорение корпоративных диапазонов,1.14,3.37,ПЛАСТМАССА,112,1.03,КОРОВА,55,True,18,Молоко,14,ММЗ №1,Молоко,1.06,6,481434032639584,10000025,36,1.42,4810000000008,ML,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1110,False,Лактозафри,1092,123456789,False,False,296.41,Несвижский завод детского питания,Несвижский завод детского питания,1110,50000000,0401 20 110 9,4810000000016,50130000,D,50131700,"Глубокский Лактозафри Глазированные сырки пастеризованное, массовая доля жира 1.97 %, полиэтиленовая пленка",80.93,Перезагрузка беспроводных рынков,3.84,1.97,ПЛАСТМАССА,112,1.32,КОРОВА,77,False,17,Глазированные сырки,12,Глубокский,Глазированные сырки,1.29,1,481116679540848,10000025,21,1.57,4810000000016,GR,Consumer unit [CU]
БУТЫЛКА,1576,False,Фермерское,1556,123456789,False,True,178.63,Калинковичский МК,Калинковичский МК,1576,50000000,0401 20 110 9,4810000000013,50130000,D,50131700,"Слуцкий Фермерское Сливки пастеризованное, массовая доля жира 2.3 %, полиэтиленовая пленка",93.82,Сравнение революционных методик,2.53,2.3,ПЛАСТМАССА,112,1.81,КОРОВА,86,False,18,Сливки,16,Слуцкий,Сливки,3.18,8,481401217764810,10000025,10,3.63,4810000000013,ML,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1952,False,Легкое,1913,123456789,False,False,170.34,Туровский МК,Туровский МК,1952,50000000,0401 20 110 9,4810000000009,50130000,D,50131700,"Беллакт Легкое Масло пастеризованное, массовая доля жира 1.14 %, полиэтиленовая пленка",64.27,Приспособление безотказных рынков,1.67,1.14,ПЛАСТМАССА,112,6.56,КОРОВА,93,False,25,Масло,13,Беллакт,Масло,2.19,0,481274748748070,10000025,47,4.39,4810000000009,GR,Consumer unit [CU]
ПАКЕТ,1707,False,Йогуртовое,1667,123456789,False,False,386.07,Рогачевский МКК,Рогачевский МКК,1707,50000000,0401 20 110 9,4810000000007,50130000,D,50131700,"Молодечненский Йогуртовое Молоко пастеризованное, массовая доля жира 3.35 %, полиэтиленовая пленка",63.82,Разработка серверных результатов,3.02,3.35,ПЛАСТМАССА,112,1.38,КОРОВА,90,False,10,Молоко,11,Молодечненский,Молоко,3.64,7,481375661577640,10000025,40,1.25,4810000000007,ML,Consumer unit [CU]
ПАКЕТ,1162,False,Творожное,1145,123456789,False,False,398.61,Кобринский МСЗ,Кобринский МСЗ,1162,50000000,0401 20 110 9,4810000000012,50130000,D,50131700,"Пружанский Творожное Молоко пастеризованное, массовая доля жира 4.19 %, полиэтиленовая пленка",88.93,Адаптация фронт-энд сообществ,3.27,4.19,ПЛАСТМАССА,112,2.98,КОРОВА,91,False,20,Молоко,13,Пружанский,Молоко,1.49,10,481965106027675,10000025,45,3.42,4810000000012,ML,Consumer unit [CU]
